Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
VNC Electrodes,4.5,(3 reviews),697 followers ,"Chemicals, Corporate, B2C, B2B",,1983 (41 yrs old),,"Karur, Tamil Nadu",https://www.vncgroup.com/,Corporate
VYOM,,,0,"Architecture / Interior Design, Engineering & Construction, Private, Corporate, B2B",Private,2000 (24 yrs old),51-200,,,Corporate
Clairvoyant India,4,(72 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2014 (10 yrs old),51-200,,https://www.clairvoyant.ai/,Corporate
AffinityX,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,1993 (31 yrs old),1001-5000,"Elgin, Illinois, USA",http://www.affinityx.com/,Corporate
Amps Facilities Management,,,0,"Facility Management Services, Electronics, Private, Corporate, B2B",Private,1999 (25 yrs old),10001-50000,,,Corporate
Accord management,4,(30 reviews),0,"Advertising & Marketing, Legal, Private, Corporate, B2B",Private,2015 (9 yrs old),Nov-50,,https://accordny.com/,Corporate
globant,4,(661 reviews),0,"Software Product, Private, Corporate, B2B",Private,2003 (21 yrs old),10001-50000,,http://www.globant.com/,Corporate
Abhijeet Dies & Tools,,,0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1984 (40 yrs old),51-200,,http://www.abhijeetplastics.co.in,Corporate
Hungama,,,1.5K followers ,"Film / Music / Entertainment, Media & Entertainment / Publishing, Corporate, B2C, B2B",,1999 (25 yrs old),501-1000,,,Corporate
Sigma Byte,4.2,(64 reviews),0,"Hardware & Networking, Engineering & Construction, Private, Corporate, B2B",Private,1991 (33 yrs old),501-1000,,https://www.sigma-byte.com/,Corporate
FLINTO,,,0,"Education / Training, Private, Corporate, B2C",Private,2013 (11 yrs old),,,https://flintobox.com,Corporate
Kelvin Plastic,3.6,(21 reviews),0,"Petrochemical / Plastics / Rubber, Private, Corporate, B2B",Private,1994 (30 yrs old),51-200,,https://www.kelvinwater.co.in/,Corporate
D2K Technologies,,,345 followers ,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,"Mumbai, India",https://www.d2ktechnologies.com/,Corporate
V3Cube,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2005 (19 yrs old),Nov-50,,https://www.v3cube.com,Corporate
Innova Solutions,3.6,(693 reviews),8.5K followers ,"IT Services & Consulting, Engineering & Construction, Private, Corporate, Foreign MNC, B2C, B2B",Private,1998 (26 yrs old),50001-100000,"Atlanta, Georgia",https://www.innovasolutions.com/,Corporate
Macleods Pharmaceuticals,3.8,(2.9K reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B",Public,1986 (38 yrs old),10001-50000,,https://www.macleodspharma.com/,Corporate
Dev Technosys,4.1,(25 reviews),118 followers ,"Software Product, IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,"Jaipur, India",https://devtechnosys.com/,Corporate
Sopan O&M,4,(206 reviews),0,"Industrial Equipment / Machinery, Power, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,"Pune, India",http://sopan.co.in,Corporate
EVIO,4.1,(135 reviews),0,"Power, Engineering & Construction, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,http://evio.in,Corporate
RM Education Solutions,,,0,"IT Services & Consulting, Internet, Private, Corporate, B2C",Private,2003 (21 yrs old),501-1000,,https://www.rm.com,Corporate
Stonehill International School,4.3,(7 reviews),0,"Education / Training, Financial Services, Private, Corporate, B2C",Private,2008 (16 yrs old),51-200,,,Corporate
Vega Intellisoft,,,0,"Recruitment / Staffing, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,http://www.vegaintellisoft.com,Corporate
Ebizon Net Info,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.ebizontek.com,Corporate
Unison International Consulting,4.6,(31 reviews),155 followers ,"Recruitment / Staffing, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),51-200,,http://www.unisoninternational.net,Corporate
Arunachal University of Studies,3.8,(32 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2012 (12 yrs old),51-200,,,Corporate
Raychem RPG,4,(518 reviews),0,"Electrical Equipment, Import & Export, Power, Private, Corporate, B2B",Private,1989 (35 yrs old),5001-10000,"Mumbai, Maharashtra",http://www.raychemrpg.com,Corporate
Acurus,3.9,(68 reviews),0,"Medical Services / Hospital, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),,"Chennai, Tamil Nadu",http://www.acurussolutions.com,Corporate
INFINX,3.6,(934 reviews),0,"Software Product, Private, Corporate, B2C, B2B",Private,2012 (12 yrs old),1001-5000,,http://www.infinx.com,Corporate
Airef Engineers,4.1,(103 reviews),0,"Engineering & Construction, Private, Corporate, B2C, B2B",Private,1986 (38 yrs old),1001-5000,,http://www.airefengineers.com/,Corporate
DigiMantra,3.7,(24 reviews),0,"IT Services & Consulting, Gaming, Software Product, LLP, Corporate, B2B",LLP,2008 (16 yrs old),51-200,"Mohali, Punjab",https://digimantralabs.com/,Corporate
Ardanuy India,4.2,(20 reviews),0,"Engineering & Construction, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.ardanuy.com/en/home,Corporate
Net Solutions,4.2,(216 reviews),2.4K followers ,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2000 (24 yrs old),201-500,,http://www.netsolutions.com,Corporate
Lenskart,,,47.4K followers ,"Internet, Textile & Apparel, Private, Corporate, B2C, D2C, Unicorn",Private,2010 (14 yrs old),5001-10000,"Faridabad, India",https://www.lenskart.com,Corporate
Greenvision Technologies,4.1,(26 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),201-500,,,Corporate
Locus IT Services,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.locusit.com,Corporate
Excel Net Solutions,,,0,"FinTech / Payments, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2000 (24 yrs old),51-200,,http://www.investwellonline.com,Corporate
Himachal Futuristic Communications (HFCL),4.2,(726 reviews),1K followers ,"Hardware & Networking, Public, Corporate, B2C",Public,1987 (37 yrs old),1001-5000,,,Corporate
Msi Services,,,828 followers ,"IT Services & Consulting, Private, Corporate, B2B",Private,1975 (49 yrs old),1001-5000,,https://www.msiservices.in/,Corporate
GlobusSoft,4,(176 reviews),0,"IT Services & Consulting, Hardware & Networking, Private, Corporate, B2B",Private,2009 (15 yrs old),51-200,,https://globussoft.com/,Corporate
Winfo Consulting,3.8,(28 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2015 (9 yrs old),201-500,United Kingdom,https://winfosolutions.com/,Corporate
Karle Infra,3.9,(71 reviews),0,"Real Estate, Engineering & Construction, Private, Corporate, B2C, B2B",Private,2011 (13 yrs old),201-500,,http://www.karleinfra.com,Corporate
Asirix Infotech,,,0,"Software Product, Private, Corporate, B2B",Private,2015 (9 yrs old),51-200,,http://www.asirixinfotech.com,Corporate
Blue Eagle Infotech,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.blueeagleindia.com,Corporate
PaperPlane,,,0,"IT Services & Consulting, Internet, Private, Corporate, B2B",Private,1999 (25 yrs old),Nov-50,,http://paperplane.net/,Corporate
Proklean Technologies,4.2,(26 reviews),186 followers ,"Chemicals, Corporate, B2B",,2012 (12 yrs old),201-500,"Chennai, Tamil Nadu",https://www.proklean.in/home,Corporate
Niva Bupa,3.7,(1.4K reviews),3.6K followers ,"Financial Services, Private, Corporate, B2C",Private,2008 (16 yrs old),1001-5000,,,Corporate
Verinite Technologies,4.1,(84 reviews),0,"FinTech / Payments, IT Services & Consulting, Private, Corporate",Private,2011 (13 yrs old),51-200,,http://www.verinite.com,Corporate
Avant Garde Technologies (AGTS),,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),51-200,,https://www.agtsindia.com/,Corporate
Varuna Integrated Logistics,3.7,(353 reviews),0,"Courier / Logistics, Private, Corporate, B2B",Private,1996 (28 yrs old),1001-5000,,https://varuna.net,Corporate
Paramtech Cad Services,3.6,(34 reviews),0,"Recruitment / Staffing, Architecture / Interior Design, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),51-200,,http://paramtechnologies.in,Corporate
Shreya Life Sciences,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,2001 (23 yrs old),1001-5000,,http://www.shreya.co.in,Corporate
Atidan Technologies,4.2,(133 reviews),0,"Software Product, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,http://www.atidantech.com,Corporate
SysTools Software,,,206 followers ,"Software Product, Hardware & Networking, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.systoolsgroup.com/,Corporate
Tufropes,4,(69 reviews),0,"Import & Export, Private, Corporate, B2C, B2B",Private,1993 (31 yrs old),501-1000,,http://www.tufropes.com,Corporate
Tricon Infotech,3.8,(84 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1997 (27 yrs old),201-500,,https://www.triconinfotech.com/,Corporate
Yatra.com,3.7,(467 reviews),4.3K followers ,"Travel & Tourism, Internet, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),1001-5000,,,Corporate
Acadecraft,,,163 followers ,"e-Learning / EdTech, Private, Corporate, B2B",Private,2011 (13 yrs old),201-500,,http://www.acadecraft.com,Corporate
Kelvin Plastic,3.6,(21 reviews),0,"Petrochemical / Plastics / Rubber, Private, Corporate, B2B",Private,1994 (30 yrs old),51-200,,https://www.kelvinwater.co.in/,Corporate
NK Realtors,4.3,(120 reviews),0,"Real Estate, Private, Corporate, B2C, B2B",Private,1987 (37 yrs old),51-200,,https://www.nkrealtors.com/,Corporate
Amrita Vishwa Vidyapeetham,3.9,(127 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1994 (30 yrs old),,,https://www.amrita.edu/,Corporate
Johnson Lifts,4,(854 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1981 (43 yrs old),5001-10000,,https://www.johnsonliftsltd.com,Corporate
MasterSoft ERP Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1995 (29 yrs old),201-500,,https://www.mastersofterp.com/,Corporate
Antilog Vacations,,,0,"Travel & Tourism, Private, Corporate, B2C",Private,2010 (14 yrs old),501-1000,,https://www.antilogvacations.com/,Corporate
Vesuvius,4.1,(160 reviews),0,"Industrial Equipment / Machinery, Engineering & Construction, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),10001-50000,,,Corporate
Siec Education,,,0,"Recruitment / Staffing, Private, Corporate, B2C",Private,1995 (29 yrs old),201-500,,,Corporate
Jehangir Hospital,4.1,(124 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1946 (78 yrs old),1001-5000,,https://www.jehangirhospital.com/,Corporate
Armia Systems,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,,http://www.armia.com,Corporate
Nova Pulse Ivf Clinic,4.3,(68 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,2010 (14 yrs old),201-500,,,Corporate
Lucy Electric,4,(162 reviews),0,"Electrical Equipment, Facility Management Services, Private, Corporate, B2B",Private,1812 (212 yrs old),501-1000,,https://www.lucyelectric.com/,Corporate
Amar Tea,4.2,(61 reviews),0,"Food Processing, Financial Services, Private, Corporate, B2C, B2B",Private,1933 (91 yrs old),,,https://www.societytea.in/,Corporate
Gulshan Homz,4.5,(91 reviews),0,"Real Estate, Private, Corporate, B2C, B2B",Private,1989 (35 yrs old),51-200,,https://www.gulshanhomz.com/,Corporate
Millborn Switchgears,3.6,(45 reviews),0,"Electrical Equipment, Private, Corporate, B2C, B2B",Private,2004 (20 yrs old),201-500,,http://millborn.com/,Corporate
SRR Projects,3.9,(138 reviews),0,"Engineering & Construction, Private, Corporate, B2B",Private,2006 (18 yrs old),1001-5000,,http://srrprojects.com/,Corporate
Plus91,,,0,"IT Services & Consulting, Internet, Hardware & Networking, Software Product, Private, Corporate, B2B, SaaS",Private,2009 (15 yrs old),Nov-50,,http://www.plus91.in,Corporate
Hykon,4.2,(78 reviews),0,"Electronics Manufacturing, Electrical Equipment, Public, Corporate, B2B",Public,1991 (33 yrs old),501-1000,,https://www.hykonindia.com,Corporate
Softcell Technologies,4,(214 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1989 (35 yrs old),501-1000,,http://www.softcell.com,Corporate
HERITAGE FOODS LIMITED,4.1,(1K reviews),55.8K followers ,"Food Processing, Retail, Public, Corporate, B2C",Public,1992 (32 yrs old),1001-5000,,https://www.heritagefoods.in/,Corporate
Duruva Finance ,4.1,(28 reviews),0,"FinTech / Payments, Financial Services, Private, Corporate, B2C, B2B",Private,1995 (29 yrs old),51-200,,https://duruva.com/,Corporate
Stallion Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),Nov-50,,http://www.stalliontechnologies.in/,Corporate
Computer Power Group,4.2,(5 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),51-200,,http://www.cpg-inc.com,Corporate
Alept Consulting,,,0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,,http://www.alept.com,Corporate
Sunteck Realty,,,0,"Real Estate, Public, Corporate, B2C, B2B",Public,1981 (43 yrs old),501-1000,,http://www.sunteckindia.com,Corporate
Ekya Schools,3.6,(67 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2010 (14 yrs old),51-200,,http://www.ekyaschools.com,Corporate
CBNITS,4.1,(118 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2018 (6 yrs old),51-200,,https://www.cbnits.com/,Corporate
Madhucon Projects,,,0,"Engineering & Construction, Public, Corporate, B2C, B2B",Public,1983 (41 yrs old),501-1000,,http://www.madhucon.com,Corporate
Targus Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1997 (27 yrs old),201-500,,http://www.targustech.com/,Corporate
Direction Software,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, LLP, Corporate, B2B",LLP,1999 (25 yrs old),201-500,"Mumbai, India",https://www.direction.biz/,Corporate
Duroply Industries,4.3,(60 reviews),0,"Building Material, Public, Corporate, B2C, B2B",Public,1957 (67 yrs old),201-500,,http://www.duroply.in,Corporate
Autocomp Corporation Panse,,,0,"Auto Components, Metals & Mining, Private, Corporate, B2B",Private,1983 (41 yrs old),201-500,,http://www.pansegroup.co.in,Corporate
Gcc Services,3.6,(37 reviews),0,"Facility Management Services, Private, Corporate, B2C",Private,2014 (10 yrs old),1001-5000,,http://www.gccservices.com/,Corporate
Nliven Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),Nov-50,,https://nliven.in,Corporate
City Union Bank,,,0,"Banking, Financial Services, Public, Corporate, B2C",Public,1904 (120 yrs old),5001-10000,Kumbakonam.,,Corporate
Namdhari Seeds,3.8,(56 reviews),0,"Agriculture / Forestry / Fishing, Automobile, Retail, Private, Corporate, B2B",Private,1985 (39 yrs old),51-200,,,Corporate
Agappe Diagnostics,3.9,(165 reviews),0,"Medical Services / Hospital, Private, Corporate, B2B",Private,1998 (26 yrs old),201-500,,https://www.agappe.com/,Corporate
Change Networks,,,0,"Hardware & Networking, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,https://www.change-networks.com/,Corporate
Pyome Infra Solutions,,,0,"Facility Management Services, Private, Corporate, B2B",Private,2007 (17 yrs old),1001-5000,,http://www.pyome.com,Corporate
Godrej Industries,3.7,(951 reviews),4.5K followers ,"Real Estate, Public, Corporate, B2C",Public,1990 (34 yrs old),1001-5000,,https://www.godrejproperties.com/,Corporate
Paramtech Cad Services,3.6,(34 reviews),0,"Recruitment / Staffing, Architecture / Interior Design, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),51-200,,http://paramtechnologies.in,Corporate
PowerSchool India,3.7,(226 reviews),0,"e-Learning / EdTech, Internet, Private, Corporate, B2C, SaaS",Private,2007 (17 yrs old),1001-5000,,https://www.powerschool.com/,Corporate
Baidyanath ,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2C, B2B",Private,1917 (107 yrs old),1001-5000,,https://www.baidyanathayurveda.com/,Corporate
DTC Projects,3.8,(133 reviews),0,"Real Estate, Architecture / Interior Design, Financial Services, Metals & Mining, Courier / Logistics, Private, Corporate, B2C, B2B",Private,1970 (54 yrs old),51-200,"Calcutta, India",https://www.dtcgroup.in/,Corporate
News Technology Services,4.2,(59 reviews),0,"Film / Music / Entertainment, Corporate, B2B",,2015 (9 yrs old),10001-50000,,https://newscorp.com/,Corporate
Alice Blue Commodities,,,0,"FinTech / Payments, Private, Corporate, B2B",Private,2006 (18 yrs old),201-500,,,Corporate
ICICI Home Finance (ICICI HFC),3.8,(1.1K reviews),138 followers ,"NBFC, Financial Services, Private, Corporate, B2C",Private,1999 (25 yrs old),1001-5000,,,Corporate
Central Business Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2000 (24 yrs old),51-200,,https://www.cbsinfosys.com/,Corporate
SRI SAI HOSPITAL (SUPER SPECIALITY),4.2,(42 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1999 (25 yrs old),,,https://www.srisaihospital.com/,Corporate
Mohit Industries,4.9,(8 reviews),0,"Textile & Apparel, Import & Export, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),201-500,,https://www.mohitindustries.com/,Corporate
Unimix Equipments,4.2,(19 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1994 (30 yrs old),51-200,,http://www.uni-mix.com,Corporate
Space Stem,4.4,(26 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2012 (12 yrs old),Nov-50,"Ahmedabad, Gujarat",http://www.spacestem.com,Corporate
Manorama Infosolutions,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2002 (22 yrs old),201-500,,http://www.manoramahealthcare.com,Corporate
BOT VFX,4.5,(19 reviews),0,"Animation & VFX, Financial Services, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,http://www.botvfx.com,Corporate
CodeCraft Technologies,4.6,(50 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,"Bengaluru/Bangalore, Karnataka",https://codecrafttech.com,Corporate
Floeter India,,,0,"Packaging & Containers, Corporate",,,,,,Corporate
Crystal Hues,3.9,(51 reviews),0,"IT Services & Consulting, Public, Corporate, B2B",Public,1989 (35 yrs old),51-200,,https://www.crystalhues.com/,Corporate
Webicules,4.3,(12 reviews),0,"IT Services & Consulting, Private, Corporate, B2C, B2B",Private,2011 (13 yrs old),Nov-50,,https://www.webicules.com/,Corporate
Nuvodev Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.nuvodev.com,Corporate
National Bulk Handling Corporation,4,(337 reviews),0,"Agriculture / Forestry / Fishing, Private, Corporate, B2B",Private,2003 (21 yrs old),1001-5000,,http://www.nbhcindia.com,Corporate
Srinivasa Farms,4.2,(77 reviews),0,"Food Processing, FMCG, Private, Corporate, B2C, B2B",Private,1965 (59 yrs old),1001-5000,,http://srinivasa.co/,Corporate
ARB Bearings,3.7,(136 reviews),0,"Auto Components, Financial Services, Public, Corporate, B2B",Public,1990 (34 yrs old),501-1000,,https://www.arb-bearings.com/,Corporate
Hartex Rubber,,,0,"Auto Components, Private, Corporate, B2B",Private,1961 (63 yrs old),1001-5000,,http://www.hartex.in,Corporate
Kenda Farben India,3.7,(9 reviews),0,"Chemicals, Private, Corporate, B2B",Private,1997 (27 yrs old),Nov-50,,http://www.kendafarben.in,Corporate
Paras Healthcare,4.6,(2.5K reviews),1.2K followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,2006 (18 yrs old),1001-5000,,https://www.parashospitals.com/,Corporate
Lux Industries,3.6,(154 reviews),0,"Textile & Apparel, Public, Corporate",Public,1957 (67 yrs old),501-1000,,http://www.luxinnerwear.com,Corporate
Eris,3.8,(584 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B",Public,2007 (17 yrs old),1001-5000,,https://eris.co.in/,Corporate
Sunknowledge,3.9,(891 reviews),0,"BPO / Call Centre, Internet, Private, Corporate, B2C",Private,2006 (18 yrs old),501-1000,,http://www.sunknowledge.com/,Corporate
INFOSEEK,4,(15 reviews),0,"Software Product, Corporate, B2B",,2004 (20 yrs old),,,,Corporate
Stallion Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),Nov-50,,http://www.stalliontechnologies.in/,Corporate
Faichi Solutions,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,http://www.faichi.com,Corporate
Ray Business Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://www.raybiztech.com/,Corporate
Cornet Technology,4.5,(9 reviews),0,"Electronics Manufacturing, Telecom / ISP, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,,http://www.cornet.com,Corporate
Mahindra Lifespaces,4,(245 reviews),8.1K followers ,"Real Estate, Engineering & Construction, Public, Corporate, B2C, B2B",Public,1994 (30 yrs old),201-500,,http://www.mahindralifespaces.com,Corporate
ABCI Infrastructures (ABCIIPL),,,0,"Engineering & Construction, Real Estate, Private, Corporate, B2B",Private,1993 (31 yrs old),501-1000,,https://abciinfra.com/,Corporate
Equinox Labs,3.9,(212 reviews),0,"Miscellaneous, Analytics / KPO / Research, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,http://www.equinoxlab.com,Corporate
Visaka Industries,4.1,(341 reviews),0,"Building Material, Engineering & Construction, Public, Corporate, B2B",Public,1981 (43 yrs old),1001-5000,,https://www.visaka.co/,Corporate
Pyramid Infratech,4.1,(64 reviews),0,"Real Estate, Private, Corporate, B2C, B2B",Private,2008 (16 yrs old),501-1000,,http://pyramidinfratech.com/,Corporate
Glass Equipment India,4.1,(11 reviews),0,"Building Material, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1974 (50 yrs old),Nov-50,,http://www.glasseq.com/index.html,Corporate
Som Imaging Informatics,4.8,(8 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1996 (28 yrs old),51-200,,http://somnetics.in,Corporate
TAMS Infotech,,,0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.tamsinfotech.com,Corporate
Enaviya Information Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.enaviya.com,Corporate
Contempo Technologies,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,http://www.contempotech.com/,Corporate
AKS Interactive Solutions,4.6,(12 reviews),0,"IT Services & Consulting, Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,"New Delhi, India",http://www.aksinteractive.com,Corporate
Rishabh Builders,,,0,"Real Estate, Private, Corporate, B2C, B2B",Private,1997 (27 yrs old),51-200,,http://rishabhbuilders.co.in,Corporate
Balaji Telefilms,,,4.2K followers ,"Film / Music / Entertainment, Financial Services, Public, Corporate, B2C, B2B, Conglomerate",Public,1994 (30 yrs old),51-200,,,Corporate
Dyuti Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),501-1000,,http://www.dyutitech.com/,Corporate
Chaitanya India Fin Credit,4.1,(324 reviews),0,"NBFC, Private, Corporate, B2C",Private,2009 (15 yrs old),5001-10000,"Bengaluru, India",http://www.chaitanyaindia.in,Corporate
Udgam School for Children,4.1,(16 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C",Private,1965 (59 yrs old),51-200,,http://udgamschool.com,Corporate
Asit C Mehta Investment Interrmediates (ACMIIL),,,0,"Investment Banking / Venture Capital / Private Equity, Financial Services, Private, Corporate, B2B",Private,1985 (39 yrs old),501-1000,,http://www.investmentz.com/,Corporate
Rotostat Services,4.2,(154 reviews),0,"Industrial Equipment / Machinery, Power, Engineering & Construction, Private, Corporate, B2B",Private,2009 (15 yrs old),201-500,,https://www.rotostat.in/,Corporate
AvioHeliTronics InfoSystems (AIS),3.7,(37 reviews),0,"Aviation, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,http://www.aviohelitronics.com/,Corporate
KLJ GROUP,3.7,(184 reviews),0,"Petrochemical / Plastics / Rubber, Public, Corporate, B2B",Public,1967 (57 yrs old),,,http://kljgroup.com/index.html,Corporate
Amrit Bottlers,4.2,(85 reviews),0,"Beverage, Packaging & Containers, Private, Corporate, B2B",Private,1982 (42 yrs old),501-1000,,http://www.amritbottlers.com/,Corporate
Net Access India,4,(145 reviews),0,"IT Services & Consulting, Financial Services, Public, Corporate, B2B",Public,1997 (27 yrs old),501-1000,,http://www.netaccess-india.com,Corporate
Hungama,,,1.5K followers ,"Film / Music / Entertainment, Media & Entertainment / Publishing, Corporate, B2C, B2B",,1999 (25 yrs old),501-1000,,,Corporate
D2K Technologies,,,345 followers ,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,"Mumbai, India",https://www.d2ktechnologies.com/,Corporate
DTC Projects,3.8,(133 reviews),0,"Real Estate, Architecture / Interior Design, Financial Services, Metals & Mining, Courier / Logistics, Private, Corporate, B2C, B2B",Private,1970 (54 yrs old),51-200,"Calcutta, India",https://www.dtcgroup.in/,Corporate
InSemi Technology Services,4.1,(51 reviews),174 followers ,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2013 (11 yrs old),1001-5000,"Bangalore / Bengaluru, Karnataka",https://www.insemitech.com/,Corporate
Anthem Biosciences,4.1,(316 reviews),0,"Pharmaceutical & Life Sciences, Clinical Research / Contract Research, Private, Corporate, B2B",Private,2006 (18 yrs old),1001-5000,,http://www.anthembio.com/,Corporate
CK Birla Healthcare,3.8,(46 reviews),278 followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,1949 (75 yrs old),10001-50000,,,Corporate
Bhat Biotech,,,0,"Biotechnology, Private, Corporate, B2B",Private,1994 (30 yrs old),201-500,,http://bhatbiotech.com/,Corporate
Moolchand,,,947 followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,2006 (18 yrs old),501-1000,,,Corporate
Akken Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),Nov-50,,https://www.akkentech.com/,Corporate
ECE Industries,3.7,(108 reviews),0,"Electrical Equipment, Public, Corporate, B2B",Public,1945 (79 yrs old),501-1000,,http://www.eceindustriesltd.com/,Corporate
Associated Road Carriers (ARC),4,(250 reviews),0,"Courier / Logistics, Private, Corporate, B2B",Private,1972 (52 yrs old),1001-5000,,https://www.arclimited.com,Corporate
Ebizon Net Info,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.ebizontek.com,Corporate
Badve Group,3.8,(1.2K reviews),0,"Auto Components, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1996 (28 yrs old),10001-50000,,https://belriseindustries.com/,Corporate
Sundaram Finance (SFL),4.2,(762 reviews),5.8K followers ,"NBFC, Financial Services, Public, Corporate, B2C, B2B",Public,1954 (70 yrs old),1001-5000, Chennai,https://www.sundaramfinance.in/,Corporate
