Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
University Living Accommodation,3.9,(71 reviews),200 followers ,"Internet, Education / Training, Private, Corporate, B2C, B2B",Private,2015 (9 yrs old),201-500,,https://www.universityliving.com,Corporate,Medium
Defsys Solutions,,,0,"Defence & Aerospace, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,https://www.defsys.co.in,Corporate,Medium
TechO2,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),Nov-50,,https://techo2.com/,Corporate,Small
eSparkBiz Technologies,,,0,"IT Services & Consulting, Corporate, B2B",,2013 (11 yrs old),,,http://www.esparkinfo.com/,Corporate,
KarePartners,4.5,(18 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C, B2B",Private,2012 (12 yrs old),51-200,,http://india.karepartners.com/,Corporate,Small
UPES,3.8,(194 reviews),0,"Education / Training, Financial Services, Private, Corporate, B2C",Private,2003 (21 yrs old),501-1000,,https://www.upes.ac.in/,Corporate,Medium
Casagrand Builder,4.0,(477 reviews),410 followers ,"Real Estate, Engineering & Construction, Private, Corporate, B2C",Private,2004 (20 yrs old),1001-5000,,https://www.casagrand.co.in/,Corporate,Medium
Mentor Infocomm,4.2,(36 reviews),0,"Hardware & Networking, Internet, Telecom / ISP, IT Services & Consulting, Software Product, Events / Live Entertainment, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,"Chennai, India",https://www.mentorinfocomm.com/index.php,Corporate,Small
Vaave,4.9,(8 reviews),114 followers ,"Software Product, Internet, Hardware & Networking, Private, Corporate, B2C, B2B, SaaS",Private,2008 (16 yrs old),Nov-50,,,Corporate,Small
Financial Hospital,,,0,"Financial Services, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,https://www.financialhospital.in/,Corporate,Small
AGS Health,4.0,(2K reviews),25K followers ,"BPO / Call Centre, Software Product, Private, Corporate, B2B",Private,2011 (13 yrs old),10001-50000,"Washington DC, United States (USA)",https://www.agshealth.com/,Corporate,Large
Emami,4.0,(1.2K reviews),864 followers ,"FMCG, Beauty & Personal Care, Building Material, Real Estate, Retail, Public, Corporate, B2C, Conglomerate",Public,1974 (50 yrs old),1001-5000,,http://www.emamiltd.in/,Corporate,Medium
SRMB SRIJAN,3.6,(276 reviews),0,"Building Material, Iron & Steel, Corporate, B2B",,1951 (73 yrs old),201-500,,http://www.srmbsteel.com/,Corporate,Medium
SECON,3.6,(129 reviews),0,"Engineering & Construction, Architecture / Interior Design, Private, Corporate, B2C, B2B",Private,1981 (43 yrs old),1001-5000,,http://www.secon.in,Corporate,Medium
Vega Intellisoft,,,0,"Recruitment / Staffing, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,http://www.vegaintellisoft.com,Corporate,Medium
Uneecops Technologies,4.0,(246 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,1995 (29 yrs old),501-1000,"New Delhi, India",https://www.uneecops.com,Corporate,Medium
QSS Technosoft,3.7,(68 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2C, B2B",Private,2010 (14 yrs old),201-500,"Bloomington, Minnesota USA",http://www.qsstechnosoft.com,Corporate,Medium
Saraswati Online.Com,4.4,(10 reviews),0,"e-Learning / EdTech, Private, Corporate, B2C",Private,2000 (24 yrs old),51-200,,,Corporate,Small
Indecomm,3.8,(393 reviews),1.5K followers ,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),1001-5000,,https://indecomm.com/,Corporate,Medium
Marc Laboratories,,,0,"Medical Services / Hospital, Public, Corporate, B2B",Public,1986 (38 yrs old),501-1000,"Lucknow, Uttar Pradesh",http://www.marclabs.in,Corporate,Medium
Ebizon Net Info,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.ebizontek.com,Corporate,Small
SS Group,4.2,(55 reviews),0,"Real Estate, Private, Corporate, B2C",Private,1992 (32 yrs old),201-500,,https://www.ssgroup-india.com/,Corporate,Medium
Apex Hospital,3.8,(139 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1994 (30 yrs old),51-200,,http://www.apexhospitalvaranasi.com/,Corporate,Small
Microtek,3.7,(547 reviews),0,"Consumer Electronics & Appliances, Private, Corporate, B2C, B2B",Private,1980 (44 yrs old),501-1000,,https://www.microtekdirect.com/,Corporate,Medium
Smile Foundation,4.2,(84 reviews),0,"NGO / Social Services / Industry Associations, Private, Corporate, B2C",Private,2002 (22 yrs old),501-1000,,http://www.smilefoundationindia.org,Corporate,Medium
Vmarsh,,,0,"Textile & Apparel, Recruitment / Staffing, Private, Corporate, B2B",Private,2008 (16 yrs old),51-200,,https://www.vmarsh.com/,Corporate,Small
Cybrilla,4.0,(9 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.cybrilla.com,Corporate,Small
Cafe Coffee Day (CCD),4.0,(1.4K reviews),398 followers ,"Retail, Beverage, Hotels & Restaurants, Private, Corporate, B2C",Private,1996 (28 yrs old),5001-10000,Chickmagaluru,http://www.cafecoffeeday.com,Corporate,Medium
Flexisales Marketing,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2011 (13 yrs old),201-500,,,Corporate,Medium
Aeon Credit Service,,,0,"Financial Services, Private, Corporate, B2C",Private,2011 (13 yrs old),51-200,,http://www.aeoncredit.co.in,Corporate,Small
East India Udyog,3.8,(225 reviews),0,"Electrical Equipment, Power, Public, Corporate, B2B",Public,1966 (58 yrs old),1001-5000,,http://www.eiul.in,Corporate,Medium
Logistic Infotech,,,0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.logisticinfotech.com,Corporate,Small
Provab Technosoft,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),51-200,,https://www.provabtechnosoft.com/,Corporate,Small
Hexagon Nutrition,4.0,(356 reviews),0,"Food Processing, Internet, Private, Corporate, B2B",Private,1993 (31 yrs old),501-1000,,https://hexagonnutrition.com/,Corporate,Medium
NKT Operations,,,0,"Electrical Equipment, Corporate, B2B",,,,Copenhagen ,https://www.nkt.com/,Corporate,
Contempo Technologies,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2005 (19 yrs old),51-200,,http://www.contempotech.com/,Corporate,Small
Space Matrix Design Consultants,3.7,(103 reviews),0,"Real Estate, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,,http://www.spacematrix.com,Corporate,Medium
Rehau Polymers,,,0,"Engineering & Construction, Private, Corporate, B2B",Private,1997 (27 yrs old),10001-50000,,,Corporate,Large
Miles CPA,4.0,(335 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C",Private,2011 (13 yrs old),501-1000,,https://mileseducation.com/,Corporate,Medium
The Body Shop,4.5,(700 reviews),1.2K followers ,"Retail, Beauty & Personal Care, Private, Corporate, B2C",Private,2005 (19 yrs old),,"Gurgaon/Gurugram, Haryana",https://www.thebodyshop.in/,Corporate,
Rp Techsoft,,,0,"IT Services & Consulting, Corporate, B2B",,2011 (13 yrs old),,,http://www.rptechsoft.com,Corporate,
Kruti Systems,,,0,"Software Product, LLP, Corporate, B2B",LLP,1992 (32 yrs old),Nov-50,,http://krutisystems.com/,Corporate,Small
Reliance General Insurance (RGI),3.9,(1.4K reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,2000 (24 yrs old),5001-10000,,http://www.reliancegeneral.co.in,Corporate,Medium
Mobcast Innovations,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2013 (11 yrs old),Nov-50,,https://www.mobcast.in,Corporate,Small
Hindalco Industries,4.2,(2.6K reviews),7.5K followers ,"Metals & Mining, Power, Public, Corporate, B2B",Public,1958 (66 yrs old),10001-50000,,http://www.hindalco.com/,Corporate,Large
Benzy Infotech,4.6,(22 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.benzyinfotech.com,Corporate,Small
Konark Fixtures,4.0,(20 reviews),0,"Industrial Equipment / Machinery, Financial Services, Private, Corporate, B2B",Private,1987 (37 yrs old),51-200,,,Corporate,Small
Volga Infotech,4.0,(13 reviews),0,"IT Services & Consulting, BPO / Call Centre, Private, Corporate, B2B",Private,2008 (16 yrs old),Nov-50,,http://www.volgainfotech.com,Corporate,Small
BSCPL Infrastructure,3.7,(412 reviews),6.4K followers ,"Engineering & Construction, Real Estate, Private, Corporate, B2C, B2B",Private,1972 (52 yrs old),5001-10000,,,Corporate,Medium
Team Thai,3.6,(49 reviews),0,"FMCG, Private, Corporate, B2C, B2B",Private,1984 (40 yrs old),201-500,,http://teamthai.in/,Corporate,Medium
Kelvin Plastic,3.6,(21 reviews),0,"Petrochemical / Plastics / Rubber, Private, Corporate, B2B",Private,1994 (30 yrs old),51-200,,https://www.kelvinwater.co.in/,Corporate,Small
Eclat Health Solutions,4.3,(145 reviews),171 followers ,"Financial Services, Corporate, B2B",,2008 (16 yrs old),201-500,,http://www.eclathealth.com,Corporate,Medium
Indore Composite,4.1,(100 reviews),0,"Telecom / ISP, Private, Corporate, B2B",Private,1995 (29 yrs old),501-1000,,https://indore.co.in/,Corporate,Medium
Volkswagen Group Technology Solution,3.8,(282 reviews),253 followers ,"Software Product, Financial Services, Auto Components, Corporate, Indian MNC, B2B",,2016 (8 yrs old),1001-5000,"Pune, Maharashtra",https://www.vwits.in/,Corporate,Medium
Proteam Softwares,4.7,(6 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,1999 (25 yrs old),Nov-50,"Chennai, Tamil Nadu",http://www.proteam.in,Corporate,Small
QSS Technosoft,3.7,(68 reviews),0,"IT Services & Consulting, Software Product, Private, Corporate, B2C, B2B",Private,2010 (14 yrs old),201-500,"Bloomington, Minnesota USA",http://www.qsstechnosoft.com,Corporate,Medium
Q2,3.8,(5 reviews),6.3K followers ,"FinTech / Payments, Financial Services, Public, Corporate, B2B",Public,2003 (21 yrs old),1001-5000,,https://www.q2.com/,Corporate,Medium
Crystal Hues,3.9,(51 reviews),0,"IT Services & Consulting, Public, Corporate, B2B",Public,1989 (35 yrs old),51-200,,https://www.crystalhues.com/,Corporate,Small
Pinetech It Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://pinetech.in,Corporate,Small
Shopclues,3.8,(179 reviews),404 followers ,"Internet, Consumer goods, Private, Corporate, B2C, E-commerce, Former Unicorn",Private,2011 (13 yrs old),1001-5000,,https://www.shopclues.com/,Corporate,Medium
ARB Bearings,3.7,(136 reviews),0,"Auto Components, Financial Services, Public, Corporate, B2B",Public,1990 (34 yrs old),501-1000,,https://www.arb-bearings.com/,Corporate,Medium
Aka Logistics,,,0,"Courier / Logistics, Public, Corporate, B2B",Public,2008 (16 yrs old),1001-5000,,http://akalogistics.com/,Corporate,Medium
Konica Minolta Business Solutions,3.8,(190 reviews),0,"Industrial Equipment / Machinery, Software Product, Private, Corporate, B2B",Private,2000 (24 yrs old),501-1000,,http://www.konicaminolta.in/,Corporate,Medium
Bullmen Realty,,,0,"Real Estate, Private, Corporate, B2C, B2B",Private,2015 (9 yrs old),201-500,,http://bullmenrealty.com/,Corporate,Medium
UCAM,,,0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1986 (38 yrs old),51-200,,,Corporate,Small
Groz Engineering Tools,4.1,(206 reviews),0,"Industrial Equipment / Machinery, Engineering & Construction, Private, Corporate, B2B",Private,1976 (48 yrs old),1001-5000,,http://www.groz-tools.com/india/index.cfm?md=Content&sd=Home,Corporate,Medium
Texperts India,4.1,(52 reviews),0,"Textile & Apparel, NGO / Social Services / Industry Associations, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,,http://www.thetexperts.com,Corporate,Medium
Preigo Fover Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1996 (28 yrs old),Nov-50,,http://www.preigo.com,Corporate,Small
Indian Political Action Committee (IPAC),,,0,"Miscellaneous, Financial Services, Private, Corporate, B2B",Private,2015 (9 yrs old),201-500,,http://www.indianpac.com,Corporate,Medium
RVS Infosoft,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.rvsinfosoft.com/,Corporate,Small
GeeksForGeeks,3.6,(127 reviews),0,"Education / Training, Financial Services, Private, Corporate, B2C",Private,2009 (15 yrs old),Nov-50,,https://www.geeksforgeeks.org,Corporate,Small
Surtel Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2000 (24 yrs old),Nov-50,,http://www.surteltechnologies.com,Corporate,Small
Sarvodaya Hospital,3.8,(237 reviews),0,"Medical Services / Hospital, Clinical Research / Contract Research, Private, Corporate, B2C",Private,1991 (33 yrs old),201-500,,https://www.sarvodayahospital.com/,Corporate,Medium
Udaipur Mineral Development Syndicate,3.6,(18 reviews),0,"Metals & Mining, Private, Corporate, B2B",Private,1949 (75 yrs old),1001-5000,,http://golchaminerals.com/golcha-talc/,Corporate,Medium
Tetcos,3.7,(33 reviews),0,"Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2005 (19 yrs old),Nov-50,,http://www.tetcos.com,Corporate,Small
Rudrabhishek Enterprises,3.6,(159 reviews),0,"Urban Transport, Public, Corporate, B2B",Public,1992 (32 yrs old),01-Oct,,http://www.repl.global,Corporate,Small
Deepak Foundation,3.8,(92 reviews),0,"NGO / Social Services / Industry Associations, Financial Services, NGO/NPO, Corporate, B2C",NGO/NPO,1982 (42 yrs old),201-500,,https://deepakfoundation.org/,Corporate,Medium
Telebu,3.7,(28 reviews),0,"Telecom / ISP, Private, Corporate, B2C, B2B",Private,2003 (21 yrs old),201-500,,https://www.telebu.com/,Corporate,Medium
Targus Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1997 (27 yrs old),201-500,,http://www.targustech.com/,Corporate,Medium
Keeline Appliances,,,0,"Electronics Manufacturing, Private, Corporate, B2B",Private,1988 (36 yrs old),51-200,,https://www.keelineindia.com/,Corporate,Small
BlueApple,,,0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2B",Private,2000 (24 yrs old),51-200,,http://www.blueappleonline.com,Corporate,Small
Panipat Institute of Engineering and Technology (PIET),3.9,(11 reviews),0,"Education / Training, Private, Corporate, B2C",Private,2006 (18 yrs old),,,http://www.piet.co.in,Corporate,
Object Technology Solutions,3.9,(150 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),501-1000,,https://www.otsi-usa.com/,Corporate,Medium
Himachal Futuristic Communications (HFCL),4.2,(726 reviews),1K followers ,"Hardware & Networking, Public, Corporate, B2C",Public,1987 (37 yrs old),1001-5000,,,Corporate,Medium
Perfios Software Solutions,4.1,(207 reviews),0,"FinTech / Payments, Internet, Software Product, Private, Corporate, B2B, SaaS, Soonicorn",Private,2008 (16 yrs old),1001-5000,"Bengaluru/Bangalore, Karnataka",https://www.perfios.com,Corporate,Medium
Parekh Group,3.9,(81 reviews),0,"Courier / Logistics, Private, Corporate, B2B",Private,1951 (73 yrs old),1001-5000,,https://www.parekhgroup.in/,Corporate,Medium
CRMIT Solutions,3.7,(34 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2003 (21 yrs old),201-500,,http://www.crmit.com,Corporate,Medium
Wildnet Technologies,3.9,(58 reviews),0,"Advertising & Marketing, IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),201-500,"Noida, Uttar Pradesh",https://www.wildnettechnologies.com,Corporate,Medium
Medha Servo Drives,4.2,(656 reviews),0,"Electrical Equipment, Private, Corporate, B2B",Private,1984 (40 yrs old),1001-5000,,http://www.medha.com,Corporate,Medium
Yuva trip,,,0,"Travel & Tourism, Private, Corporate, B2C",Private,2012 (12 yrs old),51-200,,https://yuvatrip.com/,Corporate,Small
Jabil Circuit India,4.0,(625 reviews),0,"Electronics Manufacturing, Design, Public, Corporate, B2B",Public,1966 (58 yrs old),1001-5000,,http://www.jabil.com,Corporate,Medium
Godrej Industries,3.7,(951 reviews),4.5K followers ,"Real Estate, Public, Corporate, B2C",Public,1990 (34 yrs old),1001-5000,,https://www.godrejproperties.com/,Corporate,Medium
CONCORD,3.7,(249 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B, Conglomerate",Public,2000 (24 yrs old),501-1000,,http://www.concordbiotech.com,Corporate,Medium
Nishal Enterprises,,,0,"Chemicals, Private, Corporate, B2B",Private,1979 (45 yrs old),51-200,,http://www.nishalgroup.com/,Corporate,Small
Konark Fixtures,4.0,(20 reviews),0,"Industrial Equipment / Machinery, Financial Services, Private, Corporate, B2B",Private,1987 (37 yrs old),51-200,,,Corporate,Small
Janatics India,4.1,(141 reviews),0,"Industrial Automation, Private, Corporate, B2B",Private,1977 (47 yrs old),1001-5000,"Coimbatore, Tamil Nadu",http://www.janatics.com,Corporate,Medium
KSE Electricals,,,0,"Electrical Equipment, Private, Corporate, B2B",Private,1962 (62 yrs old),201-500,,http://www.kse.in,Corporate,Medium
Appidi Technologies,,,0,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,1997 (27 yrs old),51-200,,http://appiditech.com,Corporate,Small
Prudent Corporate,4.1,(125 reviews),0,"Investment Banking / Venture Capital / Private Equity, Financial Services, Private, Corporate, B2C, B2B",Private,2000 (24 yrs old),Nov-50,,http://www.prudentcorporate.com,Corporate,Small
Sterling Software,3.6,(112 reviews),0,"Software Product, IT Services & Consulting, Private, Corporate, B2B",Private,1996 (28 yrs old),201-500,,https://sterlingsoftware.global/#sterling-home,Corporate,Medium
Kamineni Hospitals,4.2,(179 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1995 (29 yrs old),1001-5000,,http://www.kaminenihospitals.com/,Corporate,Medium
CK Birla Healthcare,3.8,(46 reviews),278 followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,1949 (75 yrs old),10001-50000,,,Corporate,Large
Prudent Insurance Brokers,3.8,(92 reviews),0,"Insurance, Financial Services, Private, Corporate, B2B",Private,2005 (19 yrs old),501-1000,"Mumbai, Maharashtra",http://www.prudentbrokers.com,Corporate,Medium
ChipEdge Technologies,4.2,(19 reviews),0,"e-Learning / EdTech, Corporate, B2C, B2B",Private,2012 (12 yrs old),Nov-50,,,Corporate,Small
Zoi Hospitals,4.0,(43 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,2015 (9 yrs old),201-500,,http://zoihospitals.com,Corporate,Medium
Nicole Infosoft,4.0,(33 reviews),0,"IT Services & Consulting, Financial Services, Private, Corporate, B2C, B2B",Private,2011 (13 yrs old),Nov-50,,http://nicoleinfosoft.com/,Corporate,Small
ACME Cleantech Solutions ,4.0,(574 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,2003 (21 yrs old),1001-5000,,https://www.acme.in/,Corporate,Medium
Qatalys Software Technologies,,,0,"Software Product, Private, Corporate, B2B",Private,1995 (29 yrs old),51-200,,,Corporate,Small
Trac Fujico Air Systems,,,0,"Industrial Equipment / Machinery, LLP, Corporate, B2B",LLP,1990 (34 yrs old),201-500,,https://www.tracfujico.com/index.html,Corporate,Medium
Way2Wealth,,,0,"Financial Services, Private, Corporate, B2C",Private,1984 (40 yrs old),501-1000,,http://www.way2wealth.com,Corporate,Medium
Goodyear,4.0,(491 reviews),1.5K followers ,"Auto Components, Automobile, Public, Corporate, B2C, B2B",Public,1898 (126 yrs old),100001+,"Ohio, United States (USA)",https://www.goodyear.co.in/,Corporate,Large
Shahnaz Husain Group,,,0,"Beauty & Personal Care, Corporate, B2C",Proprietorship,1970 (54 yrs old),501-1000,,http://www.shahnaz.in,Corporate,Medium
Bitwise Solutions,4.2,(607 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,1996 (28 yrs old),1001-5000,,,Corporate,Medium
Atria Logic,3.8,(6 reviews),0,"Electronic Components / Semiconductors, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),Nov-50,,http://www.atrialogic.com,Corporate,Small
The House of MG,,,0,"Hotels & Restaurants, Private, Corporate, B2C, B2B",Private,1924 (100 yrs old),51-200,,https://houseofmg.com/,Corporate,Small
Mango IT,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.mangoitsolutions.com,Corporate,Small
Purplle.com,3.8,(227 reviews),463 followers ,"Beauty & Personal Care, Internet, Private, Corporate, B2C, Unicorn",Private,2011 (13 yrs old),201-500,"Mumbai, India",https://www.purplle.com/,Corporate,Medium
Cenza Technologies,3.8,(45 reviews),0,"Legal, Corporate",,1999 (25 yrs old),51-200,,https://www.cenza.co,Corporate,Small
Simplicity First,,,228 followers ,"Fitness & Wellness, Software Product, Private, Corporate, Foreign MNC, B2B, SaaS",Private,2001 (23 yrs old),1001-5000,,,Corporate,Medium
Stalwart Management Consulting,4.2,(16 reviews),0,"Recruitment / Staffing, LLP, Corporate, B2C, B2B",LLP,2009 (15 yrs old),51-200,,http://www.stalwartmanagement.com,Corporate,Small
Dr L H Hiranandani Hospital,4.1,(99 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,2004 (20 yrs old),201-500,,https://www.hiranandanihospital.org/,Corporate,Medium
Dna Labs,4.6,(5 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C, B2B",Private,2007 (17 yrs old),Nov-50,,http://www.dnalabsindia.com,Corporate,Small
Merlinhawk Aerospace,3.6,(20 reviews),0,"Defence & Aerospace, Industrial Equipment / Machinery, Urban Transport, Private, Corporate, B2B",Private,2002 (22 yrs old),51-200,,http://www.merlinhawkaerospace.com,Corporate,Small
ICT Academy,4.0,(65 reviews),0,"NGO / Social Services / Industry Associations, Education / Training, NGO/NPO, Corporate, B2C",NGO/NPO,2009 (15 yrs old),51-200,,http://www.ictacademy.in,Corporate,Small
Cube Construction Engineering,,,0,"Engineering & Construction, Public, Corporate, B2C, B2B",Public,1994 (30 yrs old),5001-10000,,http://www.ccel.in/,Corporate,Medium
Aaron Helmets,4.1,(15 reviews),0,"Electronics Manufacturing, Private, Corporate, B2B",Private,2004 (20 yrs old),51-200,,http://www.aaron-helmet.com/,Corporate,Small
Kapil It Solutions,3.8,(35 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://www.kapilit.com/,Corporate,Medium
ACS Solutions,3.6,(693 reviews),0,"IT Services & Consulting, Engineering & Construction, Private, Corporate, Foreign MNC, B2C, B2B",Private,1998 (26 yrs old),50001-100000,"Atlanta, Georgia",https://www.innovasolutions.com/,Corporate,Large
Fire Solution India,,,0,"Law Enforcement / Security Services, Private, Corporate, B2B",Private,2003 (21 yrs old),Nov-50,,https://www.firesolutionsindia.com/,Corporate,Small
CADD Centre,4.1,(670 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1988 (36 yrs old),1001-5000,,http://www.caddcentre.com,Corporate,Medium
PSRI Hospital,3.7,(87 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,1996 (28 yrs old),501-1000,,,Corporate,Medium
Samridhi,4.5,(15 reviews),0,"Recruitment / Staffing, Private, Corporate, B2C, B2B",Private,2003 (21 yrs old),Nov-50,,http://samridhi.org/,Corporate,Small
Megsan Labs,3.7,(33 reviews),0,"Biotechnology, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,,https://www.megsanlabs.com/,Corporate,Small
Busigence Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2012 (12 yrs old),Nov-50,,http://www.busigence.com,Corporate,Small
Netzens Softech,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Corporate, B2B",Proprietorship,2008 (16 yrs old),51-200,,http://www.netzens.com/,Corporate,Small
NetEdge Computing Solutions,4.4,(24 reviews),0,"IT Services & Consulting, Private, Corporate, B2C",Private,1992 (32 yrs old),Nov-50,,https://www.netedgecomputing.com/,Corporate,Small
Vibhuti Technologies,4.2,(5 reviews),0,"BPO / Call Centre, Corporate, B2B",Proprietorship,2012 (12 yrs old),51-200,,http://www.vibhuti.biz,Corporate,Small
Astrotech India,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),02-Oct,,https://www.astrotechindia.com/,Corporate,Small
Modicare,4.3,(150 reviews),0,"Beauty & Personal Care, Public, Corporate, B2C",Public,1996 (28 yrs old),1001-5000,,http://www.modicare.com,Corporate,Medium
Pixlogix,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),Nov-50,,https://www.pixlogix.com/,Corporate,Small
Kalyani Motors,3.9,(202 reviews),0,"Automobile, Private, Corporate, B2C",Private,2006 (18 yrs old),1001-5000,,http://www.kalyanimotors.com/,Corporate,Medium
Ellaa Hotels,4.4,(32 reviews),0,"Hotels & Restaurants, Private, Corporate, B2C, B2B",Private,2003 (21 yrs old),201-500,,http://ellaahotel.com/,Corporate,Medium
Calsoft,,,6.2K followers ,"IT Services & Consulting, Hardware & Networking, Private, Corporate, B2B",Private,1998 (26 yrs old),1001-5000,"San Jose, CA",https://calsoftinc.com/,Corporate,Medium
CSI Computech,3.6,(31 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,"Navi Mumbai, India",http://www.csinc.in,Corporate,Small
Loyal Textile Mills,3.6,(91 reviews),0,"Textile & Apparel, Public, Corporate, B2B",Public,1946 (78 yrs old),1001-5000,,https://www.loyaltextiles.com,Corporate,Medium
Bits N Bytes Soft,3.9,(26 reviews),0,"IT Services & Consulting, Private, Corporate, B2C",Private,2007 (17 yrs old),51-200,,http://trakntell.com/,Corporate,Small
Ayurvet,4.2,(69 reviews),0,"Medical Services / Hospital, Private, Corporate, B2B",Private,1992 (32 yrs old),51-200,,https://www.ayurvet.com/,Corporate,Small
Prijai Heat Exchangers,,,0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1993 (31 yrs old),51-200,,https://www.prijai.com/,Corporate,Small
Synthite,3.9,(147 reviews),128 followers ,"Food Processing, Import & Export, Private, Corporate, B2B",Private,1972 (52 yrs old),1001-5000,"Kolenchery, Kerala",http://www.synthite.com,Corporate,Medium
Enkei Wheels India,4.2,(87 reviews),0,"Auto Components, Public, Corporate, B2C",Public,2009 (15 yrs old),201-500,,http://www.enkei.in/,Corporate,Medium
Apollo Micro Systems (AMS),4.0,(25 reviews),0,"Consumer Electronics & Appliances, Hardware & Networking, Software Product, Public, Corporate, B2B",Public,1985 (39 yrs old),51-200,,http://www.apollo-micro.com,Corporate,Small
Electrolab,,,0,"Medical Devices & Equipment, Private, Corporate, B2B",Private,1984 (40 yrs old),201-500,,http://www.electrolabindia.com/,Corporate,Medium
Radix Electrosystems,3.8,(131 reviews),0,"Electronics Manufacturing, Private, Corporate, B2C, B2B",Private,1980 (44 yrs old),201-500,,http://www.radix.co.in,Corporate,Medium
Velocis,3.9,(642 reviews),0,"IT Services & Consulting, Hardware & Networking, Private, Corporate, B2B",Private,1995 (29 yrs old),1001-5000,,http://www.velocis.in,Corporate,Medium
Rockman,3.9,(814 reviews),0,"Auto Components, Iron & Steel, Private, Corporate, B2B",Private,1960 (64 yrs old),5001-10000,,http://www.rockman.in,Corporate,Medium
The George Telegraph Training Institute (GTTI),,,0,"Education / Training, Private, Corporate, B2C",Private,1920 (104 yrs old),1001-5000,,https://www.georgetelegraph.org/,Corporate,Medium
India Infrastructure Publishing,,,0,"Printing & Publishing, Private, Corporate, B2B",Private,1996 (28 yrs old),51-200,,http://www.indiainfrastructure.com,Corporate,Small
